c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
636789,515569,13260,41674,200021,465949,329201,72694,332405,170119,330639,467508,0
457635,18949,882299,29222,725807,233533,733416,71878,531779,838806,957252,437079,0
799878,366737,972163,691972,189443,57641,793088,252695,411092,44384,784413,487130,0
42691,749808,845637,617722,801536,874082,257959,38449,892233,337350,906537,471245,0
437589,371167,339498,676342,259593,735130,1321,950588,230360,330908,37925,354740,0
248049,141931,282336,369010,588099,283267,57855,570853,867017,542248,888090,672343,0
97935,816076,174760,83582,892034,605481,847500,920864,131988,288565,408068,73234,0
703115,994018,830431,389860,950028,447129,596131,931106,934403,51717,970799,842222,0
934946,164543,484674,45612,61559,772620,555725,712635,305056,504003,978010,909565,0
848200,741120,319148,435298,660721,907,980678,460803,337276,534901,565473,173283,0
85057,582059,798197,864961,399871,850418,507997,746008,72085,725924,412792,80466,0
968932,395805,787969,432972,770738,567849,493825,559587,261587,147388,692054,575717,0
460199,375509,709192,889025,180127,481529,517961,141653,906760,904367,990666,760775,0
243317,751212,524004,304890,660265,50979,608699,623131,937140,93618,718471,819290,0
765190,807506,871117,936407,391877,342125,16833,779140,63765,97653,551446,179774,0
833236,122621,223748,122072,802478,871778,908296,444569,929862,600409,206906,809516,0
860608,789168,403030,220752,751554,989740,218009,727523,110175,725869,467747,161888,0
713927,650585,643732,768995,966772,397101,443717,20553,810048,897972,548815,268135,0
568261,540847,439628,312373,210428,469538,830277,938739,524056,349188,271074,261516,0
590429,294843,249378,318089,951381,145462,849955,371104,462066,657464,142798,325363,0
780202,359733,649722,257721,619930,18632,372144,165464,786643,925077,347637,953915,0
682319,462827,329352,224225,538188,846817,561066,580686,709988,694884,597791,622823,0
367631,497043,901059,850946,215744,626568,932509,576710,355886,660893,509458,211482,0
161371,569173,432450,929834,574746,921965,576980,791789,465392,105933,187266,152277,0
581435,604495,344944,781710,112060,547164,604006,558058,799141,194209,71041,100218,0
866338,333103,910233,657945,751425,491656,33848,402086,852041,170765,388737,114169,0
522015,760858,324834,769788,454830,981589,750329,40952,402115,859213,845671,655960,0
119735,793856,464178,373129,133086,407030,982039,455578,157439,145944,465278,421723,0
560575,666203,76400,166547,42000,230092,310122,556192,806178,491500,492651,359314,0
917804,666021,8462,353173,746985,810361,18002,91174,106529,238858,95189,16741,0
658897,510837,377388,617277,244994,446430,504402,419196,537199,717195,91296,40100,0
359717,781538,194974,449549,351124,969739,606864,789825,391233,92073,643386,903514,0
52667,525671,468804,975492,536926,962891,137004,29434,45305,432595,174133,482270,0
240073,305563,78422,309833,62304,622608,291394,380892,744304,374033,20815,396483,0
768526,759746,20858,900128,663112,339942,487614,620765,996701,864871,292236,243622,0
398011,82633,636152,362467,884151,589554,135594,763232,505024,479656,760213,760796,0
64115,116611,868829,420259,620494,461688,423566,551111,465622,440810,539311,293684,0
541291,466195,246672,900834,955589,810339,660130,175035,149608,782107,362381,387895,0
699107,483259,282602,505823,837149,526962,885307,240531,15984,969072,932751,569418,0
9373,622937,751075,766290,741665,688950,920579,861610,376058,779686,806769,504019,0
362057,612955,473942,848926,77750,292588,12028,274289,785209,670347,806774,443822,0
579509,419617,369138,378093,607786,711668,147246,686443,89518,797008,475123,315173,0
618261,299605,601596,351217,243290,650282,302806,164143,934186,188092,667968,45210,0
234371,228639,242886,24725,218662,419634,572768,351025,191293,719558,881713,691041,0
673983,188849,145536,246219,768663,830171,250660,813654,217433,709062,462513,823975,0
90543,736912,836473,678265,760391,751993,231696,768662,903130,491212,440915,188359,0
159651,835370,590814,870290,926977,958647,662556,298773,292677,152901,179180,566362,0
303127,454665,146476,851816,301980,8250,165482,873248,811762,125915,586612,64067,0
974332,211369,494254,687043,961763,109728,180770,799658,608407,515543,552613,209794,0
464297,519141,771199,353989,85134,248598,668926,437031,116307,126643,774396,832094,0
680455,445921,661318,693381,192946,299758,938258,198128,820221,242742,269334,584900,0
483959,806298,235474,957320,343950,13452,477787,528640,845809,6960,818295,237261,0
646851,654993,975691,515649,46494,409496,948174,381426,798415,899793,526143,391092,0
529493,86539,931241,16167,85678,595756,4777,815389,101344,268800,404663,264669,0
876232,364847,450988,296499,697482,77780,455285,14610,858321,250147,99008,674604,0
945520,940464,574178,105957,345886,893561,726961,985061,523856,386959,872723,925468,0
354987,755496,222422,510417,702456,468934,609797,631426,221816,894302,635273,35648,0
926742,742260,846309,180471,895215,102452,132885,487660,36826,769690,509121,334495,0
51655,808458,870175,31253,384384,430622,860114,507426,295011,170374,343282,953127,0
712371,210985,586092,884076,604978,206534,418213,377694,190663,630208,832775,121583,0
158179,166865,186116,496529,452184,859337,366571,769375,583601,712216,396173,42534,0
309205,281335,563628,666673,145076,265392,418429,844783,939718,1686,808074,651575,0
47473,702403,458702,847594,284260,844365,514227,807003,467915,128107,996201,483884,0
260109,264019,869957,290711,70124,982845,364301,688254,113669,566371,676192,42573,0
425253,841186,331296,656471,601628,438428,419883,366052,686813,739572,321431,802589,0
251881,177281,315616,953972,964719,358502,196987,573418,340723,824242,373751,388089,0
391321,204343,223754,750958,949251,686562,438107,501481,968551,119240,376436,914559,0
664647,817988,267846,933212,72964,712874,842312,607873,8278,292070,387480,277375,0
937416,639427,579804,875944,38582,878349,552565,590803,232560,894391,709627,377658,0
132987,554905,37910,759290,986185,5380,349251,26053,966977,62410,169895,141935,0
401745,892058,521444,800934,361476,209634,210349,183855,192994,410921,531862,880883,0
925366,14801,963573,614197,216876,541518,697627,847660,408410,344287,927733,115935,0
485443,555583,117736,592037,579412,507728,710123,712779,473842,480103,532859,954129,0
931422,285531,332540,11447,287932,378662,302561,17269,928883,296467,941984,892224,0
64641,154221,847157,449915,325046,209090,617997,433031,46141,564820,454066,754397,0
321077,796378,224550,195953,989899,377558,446281,759830,190103,278866,629524,22423,0
178737,993730,157080,403149,197004,380440,853954,176461,842644,536330,180513,399372,0
529067,980034,134184,656307,371100,554870,384847,187829,976468,501036,170417,359933,0
977870,811152,548684,815270,20070,652418,588999,588505,465973,151061,165282,64310,0
919248,675543,959183,551541,956195,646522,220539,790148,245163,555695,110688,433843,0
851002,202501,187232,536607,385934,850141,805816,375087,565761,615901,744064,87596,0
779788,100217,551888,376811,700904,515724,234869,108033,389823,584491,325751,531515,0
785736,414857,766707,668463,446124,139355,196494,648770,398072,782299,753003,839189,0
646157,669885,546176,124251,334184,260627,338550,205348,378276,518426,562060,100671,0
620595,124911,124880,415531,529156,604213,840443,951027,380716,775773,693563,530484,0
288651,820476,874709,439829,408948,286991,595088,548366,965987,382386,505761,988394,0
890832,739930,202588,522145,169068,601233,796349,360872,390532,822392,132322,986839,0
896416,628927,245306,439833,841179,132001,353098,131692,454502,271615,32576,888656,0
61809,841638,103748,825052,109094,702799,358844,87038,555746,998624,85181,318702,0
761640,248723,533834,443557,149894,913498,854455,382428,193088,765982,610751,814034,0
28743,492161,325432,852044,13698,327517,229606,422760,708075,589480,25370,18902,0
540583,425031,999505,102009,915365,870852,824541,216894,356095,503122,93202,909292,0
597211,939132,389496,574245,612766,150411,939609,198444,241089,102408,518807,586610,0
34503,611633,373510,208923,534770,282141,569536,220086,18767,661938,105511,822674,0
698381,60821,57576,355977,506162,373269,170678,162776,727437,512531,681940,411072,0
820784,148025,370244,406445,40748,46163,763193,480640,523613,806100,530094,441943,0
528785,784864,110362,117849,296820,708125,543784,293670,979786,10699,864864,323900,0
141915,414739,996737,298067,585118,275203,543014,676416,710139,407005,67705,464385,0
53803,667101,811729,13703,328700,547549,822735,428431,519996,993071,617822,206898,0
751070,455261,423998,283307,75234,870792,963675,19397,900561,774381,540658,853468,0
797096,66963,64996,433761,919549,427445,792049,228547,516218,846181,863360,348614,0
658273,266707,733061,663829,573022,643489,405126,66589,174152,717512,398343,466717,0
896962,500291,380066,640431,121610,460189,67120,267487,166540,237867,745941,626918,0
741240,998826,834173,470003,810137,488553,707866,945490,353854,348579,708854,888392,0
118743,448079,269918,443399,92444,619237,41058,743694,397268,420101,870188,765865,0
936208,872258,106828,71585,443998,897192,606956,333981,231290,180635,993004,372813,0
435105,226427,871757,394157,614228,882320,728084,907742,527539,744509,240740,697744,0
57555,882646,84710,310539,413784,816718,136612,117855,201029,52550,315924,66047,0
47969,824570,679594,582465,400378,120361,350746,922224,347553,434668,557913,14718,0
381389,717873,833665,588155,732943,868850,996937,361405,245689,996687,546169,442627,0
435121,469553,393502,561509,242474,43141,401848,443623,171633,699289,698062,402688,0
470265,340385,846325,987076,171316,728927,357936,607427,470109,579999,927133,540077,0
267203,91815,971237,712147,935681,271583,565550,775386,808282,387375,268983,826105,0
700759,332985,704460,376177,694530,329535,532012,551333,420353,601107,580183,387109,0
53627,581005,400978,845906,8594,858040,49925,59396,179694,289800,339850,648020,0
170323,427475,352850,712477,203736,836580,447649,416574,373326,692318,426448,393669,0
371209,741540,801517,461449,575086,749536,837158,562092,295928,104876,831508,466108,0
142427,86891,569812,538699,717476,866998,526477,612078,466054,675262,28559,8091,0
401111,867478,408754,686035,627350,129605,161671,852805,522706,782706,986969,644238,0
956782,113047,45232,873470,442612,549475,920632,66270,788387,411767,805959,898018,0
211731,608153,739759,403825,616214,254305,337819,524748,196758,454355,50765,113306,0
164715,468281,223628,273741,303068,595971,128725,290718,161936,444755,423879,673461,0
37847,559557,975969,699909,943843,302823,598213,48454,344149,656382,896291,697114,0
666529,268393,454332,992674,133624,235377,298895,141910,921080,19540,716444,431701,0
339939,470513,163472,121159,805001,152973,825786,322128,435109,622620,776888,480574,0
90279,238475,977163,557193,524684,978754,670391,16248,180381,689794,329171,300297,0
533191,162853,804175,796924,407374,365909,338777,436858,207837,94021,225234,525942,0
996920,584845,267442,777350,507238,982028,696409,72940,956750,631281,741849,213489,0
144687,25419,121154,301429,319022,937296,890062,142058,128727,426313,423631,177184,0
568311,959048,393912,554951,883903,562679,307351,233376,858876,38187,354701,488431,0
529325,647851,228558,167529,490740,542063,307725,381885,670192,838855,970047,471828,0
254543,672741,508438,934328,943865,252549,456387,111383,221766,755187,151630,858684,0
144199,147355,3422,159899,572572,17453,875076,846536,197542,822,886634,902769,0
83343,497811,231836,514443,471348,503157,665253,134759,441230,662326,694829,271551,0
752410,824724,36714,810298,316006,563709,162949,668165,310922,444001,610034,504140,0
121211,714879,946783,349293,804753,242535,469825,81033,722196,536173,302500,640191,0
168537,453877,126912,656955,498128,854478,769368,426461,268466,730913,607167,411042,0
555311,649751,632778,695217,220540,137077,854058,961902,43832,516713,442589,833286,0
738406,545179,965035,353665,690310,159541,765036,409421,282399,63984,439978,319524,0
925570,811128,837403,244645,373022,554515,686899,170241,355133,153978,760333,784470,0
458115,22251,950235,166539,717512,566787,695785,807476,220775,415434,44353,336384,0
285101,373977,577746,956248,852777,839486,615631,202325,390185,384294,889978,70145,0
533317,897320,902469,277271,43228,660685,813104,340759,447183,565129,463676,191154,0
975652,609553,896627,693819,367752,218447,461751,143221,198353,878772,408262,241133,0
92871,441809,791865,751728,173824,43727,916814,345957,187675,346413,139617,41576,0
463647,151693,174218,342409,300046,726997,807238,826460,616387,604729,937984,799742,0
343573,657921,947953,777290,148239,878665,579050,34320,667306,226460,909593,590494,0
360713,545313,139830,681917,296223,372624,466050,726568,976995,638486,896599,723209,0
732538,800578,26338,729179,137,748791,711368,371214,492964,342292,677943,259546,0
225429,555433,898959,824856,353051,917105,857475,383756,932061,316858,861604,680287,0
626757,933562,224890,492763,819270,551522,913559,946563,246692,472931,798307,857625,0
442485,236751,927159,687985,83515,35544,440394,707600,413858,129943,684374,592657,0
80175,203911,103216,738420,981028,731327,207928,425870,356614,969766,505841,692230,0
379287,646035,7188,126685,432883,299200,413948,302982,836561,142327,155517,853982,0
58067,375429,541610,541401,262253,445950,209778,887487,3835,262316,19962,875441,0
652663,668147,695786,17541,624983,106130,367786,869887,230811,842881,59314,90135,0
695823,45745,920545,560203,717707,830521,107278,549682,68523,623874,746592,115064,0
949598,827844,576784,998686,450513,792357,996125,557168,722757,102470,454185,78847,0
775372,300717,468080,972590,276627,478188,979093,919767,317543,606839,807395,494764,0
453055,261887,24036,378495,312595,360028,978589,835567,172553,757360,632126,498115,0
815492,768116,229074,414645,873366,855115,960891,756043,546181,334047,546399,869727,0
97207,345243,496308,366833,51273,100666,79862,400542,744272,857628,920660,509137,0
256175,985834,348976,470401,537479,748885,622138,597301,495856,488442,696484,850501,0
159081,253583,893355,533431,957312,362974,267772,422959,940927,993673,558640,787110,0
120217,626319,133076,346093,244447,373662,87188,3999,347518,429864,527145,415634,0
